"state","year","electricity_price","carbon_emissions","customers","retail_sales","total_electricity"
"Massachusetts",2020,12.97,NA,3261828.25,49455.07157,18349.7692
"Massachusetts",2019,14.76,NA,3224115.5,51336.598,21515.63618
"Massachusetts",2018,14.89,NA,3203718,53285.02904,27172.88233
"Massachusetts",2017,13.88,10.230883,3186225.75,52513.32103,32204.115
"Massachusetts",2016,13.38,10.73788,3157470.91666667,53475.888,31955.02169
"Massachusetts",2015,13.54,11.352126,3216080.08333333,54621.08801,32085.96914
"Massachusetts",2014,12.74,10.817442,3133740.91666667,54469.29199,31118.59132
"Massachusetts",2013,13.18,12.671006,3117211.66666667,55265.07402,32885.02068
"Massachusetts",2012,12.57,12.130277,3109558.41666667,55313.32401,35578.42149
"Massachusetts",2011,13.38,14.350792,3104435.41666667,55569.91203,38054.82051
"Massachusetts",2010,13.71,18.288228,3070580.75,57123.42199,42804.82379
"Massachusetts",2009,14.07,17.613406,3053662.83333333,54359.198,38966.65118
"Massachusetts",2008,14.14,20.253011,3041584.5,55884.10501,42505.47848
"Massachusetts",2007,13.03,23.788107,NA,57138.822,47075.97506
"Massachusetts",2006,13.04,21.702993,NA,55850.08999,45597.77537
"Massachusetts",2005,9.22,24.754345,NA,57227.58799,47515.4433
"Massachusetts",2004,8.48,23.989609,NA,56142.019,47500.48255
"Massachusetts",2003,8.93,25.265025,NA,55514.357,48385.024
"Massachusetts",2002,8.34,23.154554,NA,53707.537,42027.818
"Massachusetts",2001,9.37,22.280265,NA,52496.07498,38478.434
"Michigan",2020,7.49,NA,5016553.75,96162.94766,104875.13212
"Michigan",2019,7.07,NA,4934715.33333333,101249.29299,116701.48821
"Michigan",2018,7.1,NA,4914754.91666667,104869.49604,115837.09482
"Michigan",2017,7.19,55.670565,4893475.25,101899.09299,112313.50058
"Michigan",2016,6.91,55.56669,4855869.91666667,104467.81302,112121.79002
"Michigan",2015,7.02,63.023838,4821755.25,102479.92098,113008.05016
"Michigan",2014,7.68,60.202678,4808837.5,103314.09802,106816.99101
"Michigan",2013,7.72,62.718532,4798996.66666667,103038.30501,105417.80056
"Michigan",2012,7.62,63.472527,4784779.83333333,104818.19094,108158.04967
"Michigan",2011,7.32,65.588476,4783411.33333333,105053.55799,109169.50687
"Michigan",2010,7.08,71.107728,4778213.83333333,103649.21905,111551.37129
"Michigan",2009,6.98,70.013787,4787396.66666667,98121.01401,101202.60516
"Michigan",2008,6.73,73.44128,4821865.66666667,105781.27099,114989.80581
"Michigan",2007,6.47,76.083264,NA,109296.74901,119309.9362
"Michigan",2006,6.05,72.429492,NA,108017.697,112556.73849
"Michigan",2005,5.32,76.549544,NA,110444.563,121619.7712
"Michigan",2004,4.92,74.059555,NA,106606.04,118487.26942
"Michigan",2003,4.96,70.706877,NA,108877.193,111347.06
"Michigan",2002,5.02,71.972823,NA,104713.52001,117889.087
"Michigan",2001,5.08,73.547034,NA,102409.347,111845.61
"Minnesota",2020,8.01,NA,2773226.66666667,62448.19369,56551.66825
"Minnesota",2019,7.53,NA,2755096,66965.594,59379.3895
"Minnesota",2018,7.52,NA,2725233.75,68708.382,61517.44119
"Minnesota",2017,7.37,25.233911,2705008.25,67152.57996,58748.83149
"Minnesota",2016,7.37,26.721203,2679248.66666667,66546.49198,59478.75269
"Minnesota",2015,7.02,27.244978,2673526.66666667,66579.23389,56979.76789
"Minnesota",2014,6.72,29.400894,2640718.58333333,68719.36703,56998.32996
"Minnesota",2013,6.98,25.993295,2622275.08333333,68644.10298,51296.98761
"Minnesota",2012,6.54,25.702362,2606800.66666667,67988.53489,52754.43318
"Minnesota",2011,6.47,29.255113,2595677.41666667,68532.70801,53120.06149
"Minnesota",2010,6.29,29.637385,2586901,67799.70605,53670.227
"Minnesota",2009,6.26,30.486439,2573729,64004.46303,52491.84871
"Minnesota",2008,5.87,33.305935,2559661.58333333,68794.13798,54763.35986
"Minnesota",2007,5.69,34.655343,NA,68231.182,54477.64643
"Minnesota",2006,5.29,34.800272,NA,66769.931,53237.78913
"Minnesota",2005,5.02,35.949865,NA,66019.053,53018.99488
"Minnesota",2004,4.63,35.332295,NA,63340.31499,52364.12664
"Minnesota",2003,4.36,36.88343,NA,63087.339,55050.995
"Minnesota",2002,4.07,33.359464,NA,62162.36098,52777.965
"Minnesota",2001,4.34,32.639229,NA,60686.852,48523.226
"Mississippi",2020,5.7,NA,1594247.08333333,47357.96541,65770.45164
"Mississippi",2019,5.85,NA,1541421.16666667,48951.02598,65958.75973
"Mississippi",2018,6,NA,1538137.75,50390.06799,63473.77145
"Mississippi",2017,5.99,23.769966,1530975.91666667,47828.78701,59727.63655
"Mississippi",2016,5.79,25.974551,1522716.58333333,49050.16401,62881.29496
"Mississippi",2015,6.56,24.725605,1512644.58333333,48691.52903,64757.86359
"Mississippi",2014,6.6,23.805187,1504915.91666667,49408.63097,55127.09166
"Mississippi",2013,6.34,21.720197,1496560.66666667,48781.98998,52810.26389
"Mississippi",2012,6.24,23.243145,1490900.25,48387.675,54584.295
"Mississippi",2011,6.53,23.064786,1484704.91666667,49337.55702,51570.94264
"Mississippi",2010,6.32,26.571773,1481453.25,49687.16601,54487.26002
"Mississippi",2009,6.61,23.181637,1473270.58333333,46049.15401,48701.48411
"Mississippi",2008,6.56,25.789629,1470200.83333333,47721.23501,48205.71103
"Mississippi",2007,5.75,27.697689,NA,48153.18099,50043.68593
"Mississippi",2006,5.94,25.798755,NA,46936.43701,46228.84737
"Mississippi",2005,5.37,25.231471,NA,45901.064,45067.4533
"Mississippi",2004,4.83,25.450597,NA,46032.538,43662.61318
"Mississippi",2003,4.48,23.350602,NA,45543.88101,40148.278
"Mississippi",2002,4.4,23.326516,NA,45451.84999,42888.812
"Mississippi",2001,4.4,30.859717,NA,44286.86497,53446.452
"Missouri",2020,6.38,NA,3270031.5,74436.22943,73430.26579
"Missouri",2019,7.11,NA,3206745.5,78857.77499,78278.75121
"Missouri",2018,7.22,NA,3185026.25,82055.83499,85095.38365
"Missouri",2017,7.33,68.375712,3160942.33333333,76461.41901,84606.73066
"Missouri",2016,7.12,62.395909,3138339.25,78618.05596,78611.51254
"Missouri",2015,6.44,66.532192,3118382.25,81504.08101,83640.06743
"Missouri",2014,6.36,74.046419,3106307.83333333,83878.39692,87834.46821
"Missouri",2013,6.29,76.594987,3090923.75,83406.95703,91626.59293
"Missouri",2012,5.89,73.824657,3081197.25,82435.35899,91804.3206
"Missouri",2011,5.85,79.51164,3072939.16666667,84254.84102,94876.3967
"Missouri",2010,5.5,76.846233,3075627.66666667,86085.117,92312.98942
"Missouri",2009,5.42,72.827279,3065208.91666667,79897.30002,88354.27161
"Missouri",2008,4.92,75.558278,3067396.5,84381.67599,91028.79541
"Missouri",2007,4.76,76.207823,NA,85532.85001,91153.08115
"Missouri",2006,4.58,78.191324,NA,82015.23001,91686.34291
"Missouri",2005,4.54,79.065454,NA,80940.494,90828.23045
"Missouri",2004,4.62,76.029593,NA,74054.29601,87632.91035
"Missouri",2003,4.49,74.809794,NA,74239.88799,87225.087
"Missouri",2002,4.42,68.877169,NA,75000.629,81162.198
"Missouri",2001,4.39,68.218102,NA,73213.157,79544.873
"Montana",2020,5.06,NA,648479.833333333,14362.93228,23730.18559
"Montana",2019,5.45,NA,636796,15321.27099,27797.079
"Montana",2018,5.19,NA,628134.083333333,14838.845,28212.831
"Montana",2017,5.25,15.536656,620348.916666667,14709.65601,28220.946
"Montana",2016,5.06,16.119179,612919.333333333,14100.60104,27783.52924
"Montana",2015,5.32,17.77508,605452.75,14206.91101,29302.40085
"Montana",2014,5.49,17.314859,597765.75,14102.39201,30257.61608
"Montana",2013,5.43,16.610292,587168.166666667,14045.17399,27687.32631
"Montana",2012,5.1,15.697731,581829,13863.38298,27804.78243
"Montana",2011,5.27,16.722967,577348.833333333,13788.08099,30128.54257
"Montana",2010,5.55,20.008628,574223.416666667,13771.45301,29791.18057
"Montana",2009,5.46,17.229317,571882.333333333,14353.775,26712.73527
"Montana",2008,5.9,19.969387,566847.583333333,15326.39999,29637.137
"Montana",2007,5.16,19.969858,NA,15531.985,28931.49304
"Montana",2006,5.12,18.97393,NA,13814.98003,28243.5364
"Montana",2005,4.83,19.461113,NA,13478.83801,27938.77774
"Montana",2004,4.15,19.204563,NA,12956.782,26788.76766
"Montana",2003,4.03,18.699917,NA,12824.66001,26268.726
"Montana",2002,3.71,16.53788,NA,12831.388,25473.705
"Montana",2001,6.59,18.213596,NA,11446.65801,24232.485
"Nebraska",2020,7.44,NA,1098523.08333333,30244.23825,36859.7737
"Nebraska",2019,7.65,NA,1071627.33333333,30383.19001,37297.61537
"Nebraska",2018,7.6,NA,1065598.5,30939.49202,36966.21581
"Nebraska",2017,7.66,20.673888,1055501,30359.00701,35406.98175
"Nebraska",2016,7.69,21.391531,1045459.58333333,30199.35405,36524.86927
"Nebraska",2015,7.59,23.662363,1036312.66666667,29495.07292,39883.39061
"Nebraska",2014,7.47,24.588571,1026214.83333333,30222.16803,39431.29074
"Nebraska",2013,7.44,26.334336,1015837.75,30700.605,37104.62777
"Nebraska",2012,7.01,24.665883,1008127.66666667,30827.93899,34217.29245
"Nebraska",2011,6.43,25.696383,1005964.41666667,29676.08402,36095.051
"Nebraska",2010,6,23.332123,1000147.66666667,29849.46004,36630.0062
"Nebraska",2009,5.75,23.342302,995067,28452.194,34001.89214
"Nebraska",2008,5.16,22.085352,988790.916666667,28821.02104,32373.52225
"Nebraska",2007,4.78,20.551605,NA,28248.39998,32442.69878
"Nebraska",2006,4.56,21.359291,NA,27276.292,31669.96885
"Nebraska",2005,4.43,21.574333,NA,26975.94398,31464.73362
"Nebraska",2004,4.28,20.874711,NA,25875.92999,32008.70885
"Nebraska",2003,4.18,21.27268,NA,25856.56599,30455.984
"Nebraska",2002,3.89,20.320331,NA,25661.061,31618.494
"Nebraska",2001,3.76,20.891945,NA,24722.64001,30485.212
"Nevada",2020,5.57,NA,1396901.25,38079.11439,40506.78254
"Nevada",2019,6.14,NA,1375888.08333333,36982.386,39889.65981
"Nevada",2018,6.1,NA,1352087.33333333,37780.26301,39640.2414
"Nevada",2017,6.15,12.884285,1429904.16666667,36657.786,38201.29435
"Nevada",2016,5.88,13.925378,1308913.58333333,36144.63001,39787.005
"Nevada",2015,6.75,14.464755,1290391.33333333,36019.68999,39046.78374
"Nevada",2014,7.12,16.031069,1272206.25,35075.60602,36000.537
"Nevada",2013,6.52,15.427193,1256907.41666667,35211.21502,36443.87359
"Nevada",2012,6.48,14.7067,1240254.33333333,35179.91801,35173.2632
"Nevada",2011,6.65,14.60511,1226844.5,33916.47898,31935.91791
"Nevada",2010,7.37,16.891957,1216473.25,33772.59501,35146.24769
"Nevada",2009,7.97,18.207146,1212212,34283.65401,37705.13277
"Nevada",2008,7.98,18.042805,1211050,35192.49601,35089.97356
"Nevada",2007,8.28,16.849261,NA,35643.40198,32669.73589
"Nevada",2006,8.03,16.722035,NA,34586.26,31860.02182
"Nevada",2005,7.71,26.625507,NA,32500.63,40213.75184
"Nevada",2004,7.24,25.62944,NA,31312.30598,37667.43503
"Nevada",2003,7.3,23.274475,NA,30131.65999,33194.888
"Nevada",2002,7.25,21.284846,NA,29204.27201,32088.935
"Nevada",2001,6.56,24.468392,NA,28167.29302,33875.966
"New Hampshire",2020,12.78,NA,746185,10670.73395,16710.18474
"New Hampshire",2019,13.09,NA,738697.25,10711.65703,18026.59483
"New Hampshire",2018,13.42,NA,733649.833333333,11046.28399,17087.15639
"New Hampshire",2017,12.34,1.787605,729008.916666667,10787.261,17446.84079
"New Hampshire",2016,12.34,2.373587,722865.166666667,10904.95602,19282.49308
"New Hampshire",2015,12.74,3.51204,716572.583333333,10999.14903,20015.8934
"New Hampshire",2014,11.93,3.323476,716065,10944.081,19538.39498
"New Hampshire",2013,11.4,3.302949,712458,11043.276,19778.52045
"New Hampshire",2012,11.83,4.137141,710118.666666667,10870.261,19222.31892
"New Hampshire",2011,12.27,4.98707,707631.416666667,10868.607,20065.941
"New Hampshire",2010,12.76,5.43419,705516.166666667,10890.07399,22195.91196
"New Hampshire",2009,13.73,5.378187,686985.25,10698.49301,20164.12197
"New Hampshire",2008,13.13,6.670748,700550.833333333,10977.289,22876.99155
"New Hampshire",2007,12.27,6.766266,NA,11235.856,23277.17115
"New Hampshire",2006,11.62,6.874787,NA,11094.343,22063.69455
"New Hampshire",2005,11.48,7.844436,NA,11244.62801,24470.01315
"New Hampshire",2004,10.01,7.854819,NA,10973.309,23875.78653
"New Hampshire",2003,9.75,7.306271,NA,10972.542,21597.107
"New Hampshire",2002,9.09,4.425151,NA,10383.387,15953.078
"New Hampshire",2001,9.11,4.255318,NA,10315.551,15074.624
"New Jersey",2020,9.99,NA,4161883.75,71363.66859,61481.73405
"New Jersey",2019,10.16,NA,4132415.5,73916.70397,71018.77422
"New Jersey",2018,10.07,NA,4101354.41666667,76016.762,75033.60002
"New Jersey",2017,10.12,16.713531,4065270.41666667,73382.94001,75644.51252
"New Jersey",2016,10.16,19.686053,4036652.75,75359.371,77611.40309
"New Jersey",2015,10.64,17.900691,4014197.08333333,75489.62301,74608.85973
"New Jersey",2014,11.38,16.783161,3994526.08333333,73866.078,68051.08585
"New Jersey",2013,10.8,14.445022,3955585.5,74642.39901,64750.94171
"New Jersey",2012,10.52,14.859259,3957979.41666667,75052.914,65263.40795
"New Jersey",2011,11.43,15.662318,3951707.16666667,76859.762,64694.09597
"New Jersey",2010,11.81,17.824428,3946489.33333333,79179.427,65682.49363
"New Jersey",2009,11.89,14.711888,3920451.83333333,75779.853,61811.23904
"New Jersey",2008,12.54,18.770464,3892542.83333333,80519.54301,63674.78903
"New Jersey",2007,10.08,19.519113,NA,81934.33401,62671.24497
"New Jersey",2006,10.42,18.400033,NA,79680.94701,60700.13861
"New Jersey",2005,9.76,19.45081,NA,81896.81299,60549.58298
"New Jersey",2004,9.03,19.217447,NA,77593.16699,55882.34166
"New Jersey",2003,7.99,18.274635,NA,76382.51198,57399.351
"New Jersey",2002,7.72,19.313358,NA,74602.62001,61569.387
"New Jersey",2001,8.33,18.901653,NA,73177.39001,59421.26
"New Mexico",2020,5.55,NA,1070322.83333333,25179.34246,34385.45194
"New Mexico",2019,5.48,NA,1049502.91666667,24880.13401,35174.50994
"New Mexico",2018,5.84,NA,1043070.58333333,24048.61099,32673.68187
"New Mexico",2017,6.15,23.030395,1033586.41666667,23009.584,33597.41264
"New Mexico",2016,5.84,23.224655,1027966.41666667,23039.54702,32912.04486
"New Mexico",2015,6.33,24.806201,1022421.25,23093.55301,32701.3983
"New Mexico",2014,6.61,24.703564,1018857.5,23115.222,32306.20987
"New Mexico",2013,6.36,28.501348,1012670,23065.02602,35870.96518
"New Mexico",2012,5.83,29.156937,1004935.08333333,23178.56801,36635.90944
"New Mexico",2011,6.06,31.150876,1000408.5,23041.66501,38181.1393
"New Mexico",2010,6.01,29.316123,996641,22428.34401,36251.54218
"New Mexico",2009,5.72,32.962576,987402.666666667,21647.13601,39674.33868
"New Mexico",2008,6.38,30.764361,981568.25,22038.108,37009.83692
"New Mexico",2007,5.6,31.421586,NA,22267.39401,35985.33282
"New Mexico",2006,5.57,32.999437,NA,21434.95701,37265.62456
"New Mexico",2005,5.61,32.447682,NA,20638.95101,35135.64202
"New Mexico",2004,5.22,31.10536,NA,19845.735,32940.36057
"New Mexico",2003,4.95,31.086306,NA,19330.49099,32735.653
"New Mexico",2002,4.48,28.969575,NA,19206.917,30661.707
"New Mexico",2001,5.45,30.727556,NA,18726.594,33611.643
"New York",2020,5.52,NA,8396319.16666667,139202.76202,131981.77481
"New York",2019,5.61,NA,8364116.75,145600.34499,131603.28936
"New York",2018,6.02,NA,8304437.33333333,149929.851,132520.50083
"New York",2017,5.92,22.00059,8241302.58333333,144992.43304,128065.08184
"New York",2016,6.03,27.757046,8199449.25,147803.038,134417.10736
"New York",2015,6.31,29.196264,8141860.25,148913.65506,138627.72053
"New York",2014,6.58,30.569372,8100264.41666667,147371.91299,137122.20214
"New York",2013,6.58,30.062962,8076227.91666667,147895.12703,136116.82997
"New York",2012,6.7,32.300968,8057143.08333333,143162.66802,135768.24358
"New York",2011,7.83,33.93044,8031846.25,144046.60902,137480.34695
"New York",2010,8.79,38.223196,8001547.58333333,144623.57303,136961.65363
"New York",2009,8.37,34.622388,7959830.33333333,140034.397,133150.54968
"New York",2008,9.39,43.294279,7937991.75,144052.93601,140322.10017
"New York",2007,8.71,49.866239,NA,148177.52299,145878.68744
"New York",2006,9.39,47.187087,NA,142238.019,142265.4322
"New York",2005,8.23,56.216027,NA,150147.57099,146887.41865
"New York",2004,7.04,53.621847,NA,145081.709,137964.79365
"New York",2003,7.14,53.156174,NA,144044.703,137643.316
"New York",2002,5.18,51.77924,NA,147440.11601,139591.688
"New York",2001,5.56,56.063211,NA,144180.76,143914.559
"North Carolina",2020,6.16,NA,5457183.41666667,130303.09973,123953.05646
"North Carolina",2019,6.3,NA,5336315.5,136435.53103,131173.86057
"North Carolina",2018,6.33,NA,5252111.41666667,138287.404,134249.49698
"North Carolina",2017,6.2,47.309179,5179045.08333333,131421.31899,128468.11719
"North Carolina",2016,6.31,51.149229,5106192.5,134404.31902,130779.15707
"North Carolina",2015,6.51,52.118983,5012174.83333333,133847.523,128388.44461
"North Carolina",2014,6.5,57.493665,4969666.83333333,133132.77596,128143.58813
"North Carolina",2013,6.45,56.047183,4933031.5,129779.90503,125936.29336
"North Carolina",2012,6.42,57.31514,4893381.58333333,128084.89301,116681.76322
"North Carolina",2011,6.01,62.322235,4857431.25,131084.93303,118389.85492
"North Carolina",2010,6.17,72.992935,4841159.66666667,136414.94702,128678.48325
"North Carolina",2009,5.99,64.462198,4837857,127657.97901,118407.40252
"North Carolina",2008,5.54,74.740749,4808354.58333333,130069.25704,125239.06286
"North Carolina",2007,5.47,78.474016,NA,131880.75401,130115.30057
"North Carolina",2006,5.23,72.647323,NA,126698.97899,125214.78441
"North Carolina",2005,5.04,75.467556,NA,128335.37699,129748.57757
"North Carolina",2004,4.88,71.838487,NA,125656.80699,126329.95675
"North Carolina",2003,4.79,70.735224,NA,121335.12099,127582.319
"North Carolina",2002,4.7,71.360468,NA,122686.46799,124468.03
"North Carolina",2001,4.61,68.707471,NA,119026.94299,117495.85
"North Dakota",2020,7.77,NA,470625.833333333,21376.64031,42785.15923
"North Dakota",2019,7.94,NA,470191.166666667,21559.255,41147.32361
"North Dakota",2018,7.98,NA,466723.333333333,20669.50599,42615.32123
"North Dakota",2017,7.63,29.281532,463335.833333333,20140.42599,41505.07357
"North Dakota",2016,7.98,29.265096,459944.5,18520.18801,37856.45176
"North Dakota",2015,8.07,30.119377,450871.75,18128.94799,37156.61235
"North Dakota",2014,7.62,29.226849,436642.666666667,18239.73199,36462.50767
"North Dakota",2013,7.13,29.042776,421964.083333333,16032.96699,35021.67273
"North Dakota",2012,6.55,29.733561,410308.083333333,14716.95599,36125.15886
"North Dakota",2011,6.24,28.737767,394393.5,13737.01602,35079.9001
"North Dakota",2010,5.81,29.861911,387614.916666667,12956.26302,34739.54167
"North Dakota",2009,5.25,31.338787,382384.583333333,12648.58,34196.46668
"North Dakota",2008,5.59,31.66406,377412.416666667,12416.07401,32734.57915
"North Dakota",2007,5.24,31.035751,NA,11905.695,31224.10504
"North Dakota",2006,5,30.361423,NA,11245.238,30881.1368
"North Dakota",2005,4.32,31.990615,NA,10839.99,31932.61542
"North Dakota",2004,4.13,29.628995,NA,10516.39999,29936.1061
"North Dakota",2003,3.96,30.960944,NA,10461.108,31322.129
"North Dakota",2002,3.98,31.389746,NA,10219.353,31306.312
"North Dakota",2001,3.98,30.949019,NA,9809.757,30332.072
"Ohio",2020,5.78,NA,5704148.08333333,139980.16156,121121.98988
"Ohio",2019,6.55,NA,5633525.33333333,148521.92006,120001.12603
"Ohio",2018,7.01,NA,5613770.25,152915.167,126184.60986
"Ohio",2017,6.92,79.694476,5582296.83333333,146643.83104,119554.36562
"Ohio",2016,6.98,81.368412,5554422.25,150597.79606,118922.0776
"Ohio",2015,7.02,83.40135,5532872.5,149213.22397,121893.40148
"Ohio",2014,6.77,98.737541,5520660.58333333,150679.71303,134476.40497
"Ohio",2013,6.22,102.592061,5508668.16666667,150307.01802,137284.18868
"Ohio",2012,6.24,95.077379,5502155.16666667,152456.86402,129745.73061
"Ohio",2011,6.12,111.82379,5505433.41666667,154746.31003,135585.80447
"Ohio",2010,6.4,122.061593,5510870.41666667,154145.41794,143598.33672
"Ohio",2009,6.72,115.076435,5515214.16666667,146299.79301,136090.22524
"Ohio",2008,6.2,128.914991,5525580.75,159388.80701,153412.25109
"Ohio",2007,5.76,132.089731,NA,161770.827,155155.54535
"Ohio",2006,5.61,130.263417,NA,153428.84401,155434.07519
"Ohio",2005,5.1,134.259069,NA,160176.30301,156976.3228
"Ohio",2004,4.89,125.662693,NA,154221.114,148345.90531
"Ohio",2003,4.79,129.952211,NA,152189.238,146638.128
"Ohio",2002,4.87,125.873486,NA,153407.09799,147068.85
"Ohio",2001,4.27,119.433691,NA,155797.714,142261.807
"Oklahoma",2020,4.4,NA,2138145.33333333,61789.79941,83584.73063
"Oklahoma",2019,5.07,NA,2082701.16666667,64795.94601,85216.50112
"Oklahoma",2018,5.34,NA,2066552.16666667,64575.31597,86223.7206
"Oklahoma",2017,5.42,30.718974,2051080.08333333,60492.12799,73731.65397
"Oklahoma",2016,5.02,35.564904,2033941.33333333,61516.55401,78655.00719
"Oklahoma",2015,5.35,39.873446,2020007.08333333,61336.38501,76135.59588
"Oklahoma",2014,5.85,42.30007,2003855.83333333,61573.37404,70155.5043
"Oklahoma",2013,5.49,44.551517,1983311.25,59929.17201,73673.68026
"Oklahoma",2012,5.09,47.472093,1965548.66666667,59340.62402,77896.58811
"Oklahoma",2011,5.46,49.540383,1950242.16666667,59846.79402,74605.71361
"Oklahoma",2010,5.35,47.729216,1940919.5,57845.98003,72250.73312
"Oklahoma",2009,4.82,50.121603,1927535.58333333,54544.58003,75066.80926
"Oklahoma",2008,5.9,51.534103,1915327.75,56278.86606,76328.90845
"Oklahoma",2007,5.41,49.936396,NA,55193.19999,72819.0951
"Oklahoma",2006,5.46,50.513341,NA,54905.31401,70614.88018
"Oklahoma",2005,5.11,49.789955,NA,53707.10199,68607.82716
"Oklahoma",2004,4.76,45.116903,NA,50942.04199,60729.56046
"Oklahoma",2003,4.59,47.124732,NA,50428.16801,60626.856
"Oklahoma",2002,3.81,46.598866,NA,49485.46602,59183.419
"Oklahoma",2001,4.29,44.095869,NA,49666.725,55249.45
"Oregon",2020,6.14,NA,2075820.83333333,47626.85978,64859.75572
"Oregon",2019,5.86,NA,2029436.58333333,50404.38601,62258.37796
"Oregon",2018,5.86,NA,2013002.5,49325.90401,64113.56042
"Oregon",2017,5.98,7.517114,1984090,50043.81603,62713.74747
"Oregon",2016,6.05,7.78808,1962944.91666667,47349.35001,60182.01282
"Oregon",2015,5.97,8.590345,1941330.83333333,47263.97399,57866.53464
"Oregon",2014,5.97,7.958431,1922308.75,47334.95301,60119.9072
"Oregon",2013,5.8,9.078871,1909379.16666667,47640.97803,59895.51466
"Oregon",2012,5.59,6.951146,1903526.33333333,46688.85598,60932.73047
"Oregon",2011,5.47,6.440185,1895752.75,47171.44601,59695.16413
"Oregon",2010,5.4,9.799518,1890217.41666667,46025.94503,55126.99915
"Oregon",2009,5.4,8.878735,1882151,47566.89703,56690.85643
"Oregon",2008,5.26,10.118387,1873560.58333333,49187.47698,58718.43754
"Oregon",2007,5.06,9.687391,NA,48696.965,55077.79394
"Oregon",2006,4.85,6.405591,NA,48069.26499,53340.69511
"Oregon",2005,4.83,8.190214,NA,46419.24499,49325.00253
"Oregon",2004,4.43,8.175199,NA,45636.44801,51381.27819
"Oregon",2003,4.63,8.223844,NA,45194.72999,48966.139
"Oregon",2002,4.72,6.518397,NA,45255.173,47099.369
"Oregon",2001,4.21,8.682107,NA,45884.82999,45051.906
"Pennsylvania",2020,6.14,NA,6200278.5,139094.16472,230950.47265
"Pennsylvania",2019,6.41,NA,6149653.08333333,145580.38298,228995.33055
"Pennsylvania",2018,6.84,NA,6119109.25,148976.73101,215385.8299
"Pennsylvania",2017,6.77,76.842002,6077866.91666667,142990.89598,213639.29852
"Pennsylvania",2016,6.92,82.678298,6055012.08333333,145327.68299,215066.50936
"Pennsylvania",2015,7.2,88.571228,6018884.41666667,146344.02797,214572.2912
"Pennsylvania",2014,7.41,99.76635,6003980.16666667,146687.69799,221058.36549
"Pennsylvania",2013,6.97,106.875416,5986815.08333333,146253.76299,226785.63047
"Pennsylvania",2012,7.23,108.229609,5974104.83333333,144709.72702,223419.71547
"Pennsylvania",2011,7.73,115.338875,5959646.25,148757.23801,227314.72236
"Pennsylvania",2010,7.66,120.85144,5950349.16666667,148963.96801,229752.30616
"Pennsylvania",2009,7.21,114.517796,5941962.41666667,143747.43799,219496.14356
"Pennsylvania",2008,7.03,122.028551,5935584.25,150400.58903,222350.92473
"Pennsylvania",2007,6.87,127.557021,NA,151572.95,226088.34025
"Pennsylvania",2006,6.63,125.078809,NA,146150.358,218811.59465
"Pennsylvania",2005,6.29,125.96333,NA,148272.94002,218091.1251
"Pennsylvania",2004,5.87,121.192359,NA,143501.49299,214658.50077
"Pennsylvania",2003,5.8,118.217761,NA,140369.128,206349.513
"Pennsylvania",2002,5.83,117.504419,NA,139819.87001,204322.878
"Pennsylvania",2001,5.76,109.800284,NA,135271.93298,196576.591
"Rhode Island",2020,15.76,NA,503319.5,7317.51781,8015.82729
"Rhode Island",2019,15.59,NA,506645.916666667,7349.91499,7624.40282
"Rhode Island",2018,15.39,NA,503907.25,7583.33901,8375.25693
"Rhode Island",2017,14.57,2.771203,498355.166666667,7384.67101,7614.94102
"Rhode Island",2016,13.48,2.574955,499235.916666667,7524.27,6564.8851
"Rhode Island",2015,13.76,2.787461,500946.833333333,7664.718,6939.01892
"Rhode Island",2014,12.86,2.489896,499108.916666667,7643.10403,6281.74822
"Rhode Island",2013,11.82,2.565797,498430.916666667,7781.122,6246.80672
"Rhode Island",2012,10.68,3.325943,495199.75,7708.33398,8309.03583
"Rhode Island",2011,11.27,3.476485,491797.666666667,7732.41999,8722.27255
"Rhode Island",2010,11.83,3.080025,489263.166666667,7799.22701,7738.719
"Rhode Island",2009,12.22,3.013512,490500.916666667,7617.629,7696.82445
"Rhode Island",2008,14.23,2.884781,488106,7818.59403,7387.26577
"Rhode Island",2007,12.04,2.811613,NA,8013.02202,7049.84395
"Rhode Island",2006,12.51,2.33224,NA,7799.126,5967.72453
"Rhode Island",2005,10.01,2.391063,NA,8049.11199,6053.29408
"Rhode Island",2004,9.37,1.957432,NA,7887.57501,4939.41974
"Rhode Island",2003,8.88,2.290616,NA,7796.62601,5621.145
"Rhode Island",2002,7.96,2.929414,NA,7560.699,7056.765
"Rhode Island",2001,9.36,3.216895,NA,7392.91699,7501.892
"South Carolina",2020,5.83,NA,2769717.33333333,76764.85923,98170.07841
"South Carolina",2019,6.11,NA,2719888.25,80205.62001,100107.5036
"South Carolina",2018,6.1,NA,2671368.16666667,81641.13799,99364.08787
"South Carolina",2017,6.19,25.172487,2629005.16666667,78096.75702,93080.93905
"South Carolina",2016,6.09,27.748833,2583254,79577.54999,96985.76356
"South Carolina",2015,6.05,29.539729,2547977.5,81328.246,96532.21282
"South Carolina",2014,6.29,32.770953,2511079.83333333,81619.76499,97158.46493
"South Carolina",2013,6.01,28.464278,2485931.58333333,78602.09401,95249.89397
"South Carolina",2012,6.02,33.684727,2460296,77780.953,96755.68188
"South Carolina",2011,5.94,38.310868,2446233.25,80488.546,102972.56717
"South Carolina",2010,5.74,41.274936,2434137.16666667,82479.29301,104153.13272
"South Carolina",2009,5.79,37.862327,2431726.5,76417.47901,100125.48641
