state_name,abb,month,year,unemployment_rate,avg_electricity
Pennsylvania,PA,April,2019,3.7,6.51
Pennsylvania,PA,March,2019,4.4,6.58
Pennsylvania,PA,February,2019,4.3,6.64
Pennsylvania,PA,January,2019,4.6,6.73
Rhode Island,RI,February,2021,7.9,16.65
Rhode Island,RI,January,2021,8.0,16.33
Rhode Island,RI,December,2020,6.9,16.24
Rhode Island,RI,November,2020,6.5,15.99
Rhode Island,RI,October,2020,6.4,16.05
Rhode Island,RI,September,2020,7.0,15.91
Rhode Island,RI,August,2020,10.2,16.22
Rhode Island,RI,July,2020,13.5,15.39
Rhode Island,RI,June,2020,13.2,15.15
Rhode Island,RI,May,2020,13.7,15.95
Rhode Island,RI,April,2020,15.9,15.74
Rhode Island,RI,March,2020,5.6,15.48
Rhode Island,RI,February,2020,5.0,15.57
Rhode Island,RI,January,2020,5.0,15.56
Rhode Island,RI,December,2019,4.4,15.34
Rhode Island,RI,November,2019,4.3,15.07
Rhode Island,RI,October,2019,4.3,15.2
Rhode Island,RI,September,2019,4.2,14.81
Rhode Island,RI,August,2019,4.8,14.62
Rhode Island,RI,July,2019,5.0,14.42
Rhode Island,RI,June,2019,4.5,15.11
Rhode Island,RI,May,2019,4.2,15.87
Rhode Island,RI,April,2019,3.8,15.87
Rhode Island,RI,March,2019,4.5,16.24
Rhode Island,RI,February,2019,4.7,18.2
Rhode Island,RI,January,2019,4.8,17.17
South Carolina,SC,February,2021,7.9,5.93
South Carolina,SC,January,2021,8.5,5.61
South Carolina,SC,December,2020,7.8,5.86
South Carolina,SC,November,2020,7.7,5.37
South Carolina,SC,October,2020,6.4,5.85
South Carolina,SC,September,2020,10.3,6.2
South Carolina,SC,August,2020,12.5,6.11
South Carolina,SC,July,2020,13.8,6.32
South Carolina,SC,June,2020,10.2,6.03
South Carolina,SC,May,2020,13.6,5.72
South Carolina,SC,April,2020,17.5,5.77
South Carolina,SC,March,2020,4.8,5.49
South Carolina,SC,February,2020,4.3,5.66
South Carolina,SC,January,2020,4.4,5.63
South Carolina,SC,December,2019,3.3,6.41
South Carolina,SC,November,2019,3.3,6.04
South Carolina,SC,October,2019,2.9,6.2
South Carolina,SC,September,2019,3.1,6.17
South Carolina,SC,August,2019,3.9,6.25
South Carolina,SC,July,2019,3.9,6.5
South Carolina,SC,June,2019,3.4,6.38
South Carolina,SC,May,2019,3.3,5.96
South Carolina,SC,April,2019,3.2,5.73
South Carolina,SC,March,2019,3.9,5.89
South Carolina,SC,February,2019,4.3,5.9
South Carolina,SC,January,2019,4.7,5.9
South Dakota,SD,February,2021,5.2,9.1
South Dakota,SD,January,2021,5.4,7.7
South Dakota,SD,December,2020,5.9,7.62
South Dakota,SD,November,2020,5.4,7.92
South Dakota,SD,October,2020,5.0,7.85
South Dakota,SD,September,2020,5.1,8.02
South Dakota,SD,August,2020,5.4,8.04
South Dakota,SD,July,2020,7.9,8.08
South Dakota,SD,June,2020,7.8,8.12
South Dakota,SD,May,2020,11.4,7.75
South Dakota,SD,April,2020,11.0,7.78
South Dakota,SD,March,2020,3.1,7.63
South Dakota,SD,February,2020,3.0,7.78
South Dakota,SD,January,2020,3.1,7.5
South Dakota,SD,December,2019,2.5,7.67
South Dakota,SD,November,2019,2.3,7.55
South Dakota,SD,October,2019,2.3,7.86
South Dakota,SD,September,2019,1.8,7.86
South Dakota,SD,August,2019,2.6,8.3
South Dakota,SD,July,2019,2.8,7.98
South Dakota,SD,June,2019,3.0,7.95
South Dakota,SD,May,2019,2.7,7.76
South Dakota,SD,April,2019,2.6,7.59
South Dakota,SD,March,2019,3.3,7.89
South Dakota,SD,February,2019,3.4,7.72
South Dakota,SD,January,2019,3.8,7.46
Tennessee,TN,February,2021,3.6,5.55
Tennessee,TN,January,2021,3.3,5.13
Tennessee,TN,December,2020,3.5,5.17
Tennessee,TN,November,2020,3.3,5.17
Tennessee,TN,October,2020,3.2,5.12
Tennessee,TN,September,2020,3.6,5.34
Tennessee,TN,August,2020,4.6,5.4
Tennessee,TN,July,2020,5.1,5.51
Tennessee,TN,June,2020,5.7,5.41
Tennessee,TN,May,2020,7.1,5.19
Tennessee,TN,April,2020,9.5,5.36
Tennessee,TN,March,2020,3.5,5.45
Tennessee,TN,February,2020,3.2,5.55
Tennessee,TN,January,2020,3.3,5.57
Tennessee,TN,December,2019,3.0,5.48
Tennessee,TN,November,2019,2.7,5.46
Tennessee,TN,October,2019,2.6,5.38
Tennessee,TN,September,2019,2.5,5.69
Tennessee,TN,August,2019,3.0,5.75
Tennessee,TN,July,2019,2.8,5.97
Tennessee,TN,June,2019,2.9,5.81
Tennessee,TN,May,2019,2.8,5.35
Tennessee,TN,April,2019,3.0,5.56
Tennessee,TN,March,2019,3.5,5.71
Tennessee,TN,February,2019,3.5,5.99
Tennessee,TN,January,2019,3.5,5.98
Texas,TX,February,2021,4.9,12.15
Texas,TX,January,2021,5.4,4.88
Texas,TX,December,2020,5.6,4.89
Texas,TX,November,2020,5.1,4.96
Texas,TX,October,2020,7.4,5.13
Texas,TX,September,2020,7.6,5.21
Texas,TX,August,2020,7.8,5.49
Texas,TX,July,2020,9.4,5.18
Texas,TX,June,2020,9.9,5.06
Texas,TX,May,2020,9.8,5.03
Texas,TX,April,2020,15.6,5.15
Texas,TX,March,2020,4.3,5.37
Texas,TX,February,2020,3.8,5.4
Texas,TX,January,2020,4.0,5.13
Texas,TX,December,2019,3.3,5.02
Texas,TX,November,2019,3.2,5.58
Texas,TX,October,2019,3.3,5.55
Texas,TX,September,2019,3.1,5.8
Texas,TX,August,2019,3.4,7.26
Texas,TX,July,2019,3.8,5.26
Texas,TX,June,2019,3.8,5.01
Texas,TX,May,2019,3.1,5.14
Texas,TX,April,2019,2.9,5.03
Texas,TX,March,2019,3.4,5.27
Texas,TX,February,2019,3.5,5.07
Texas,TX,January,2019,3.9,5.14
Utah,UT,February,2021,7.5,5.91
Utah,UT,January,2021,7.3,5.64
Utah,UT,December,2020,6.7,5.5
Utah,UT,November,2020,6.9,5.55
Utah,UT,October,2020,6.9,5.79
Utah,UT,September,2020,8.0,6.44
Utah,UT,August,2020,6.9,6.38
Utah,UT,July,2020,9.6,6.23
Utah,UT,June,2020,10.3,6.34
Utah,UT,May,2020,11.8,5.99
Utah,UT,April,2020,12.7,5.65
Utah,UT,March,2020,5.1,5.57
Utah,UT,February,2020,3.5,5.56
Utah,UT,January,2020,3.7,5.44
Utah,UT,December,2019,3.3,5.42
Utah,UT,November,2019,3.4,5.62
Utah,UT,October,2019,3.3,5.83
Utah,UT,September,2019,3.4,6.32
Utah,UT,August,2019,3.7,6.4
Utah,UT,July,2019,3.8,6.36
Utah,UT,June,2019,3.8,6.38
Utah,UT,May,2019,3.1,5.73
Utah,UT,April,2019,3.1,5.55
Utah,UT,March,2019,3.5,6.36
Utah,UT,February,2019,3.8,6.17
Utah,UT,January,2019,4.2,5.48
Vermont,VT,February,2021,3.6,11.53
Vermont,VT,January,2021,3.5,11.11
Vermont,VT,December,2020,3.0,11.14
Vermont,VT,November,2020,3.2,10.81
Vermont,VT,October,2020,3.4,10.75
Vermont,VT,September,2020,4.0,11.14
Vermont,VT,August,2020,4.8,11.06
Vermont,VT,July,2020,5.5,11.14
Vermont,VT,June,2020,6.4,11.16
Vermont,VT,May,2020,7.6,10.97
Vermont,VT,April,2020,10.2,10.82
Vermont,VT,March,2020,2.9,10.85
Vermont,VT,February,2020,2.7,11.15
Vermont,VT,January,2020,2.7,10.77
Vermont,VT,December,2019,2.2,11.24
Vermont,VT,November,2019,2.1,11.13
Vermont,VT,October,2019,2.1,10.99
Vermont,VT,September,2019,2.1,10.97
Vermont,VT,August,2019,2.6,11.16
Vermont,VT,July,2019,2.6,11.08
Vermont,VT,June,2019,2.8,11.2
Vermont,VT,May,2019,2.5,10.87
Vermont,VT,April,2019,2.5,10.64
Vermont,VT,March,2019,2.9,11.07
Vermont,VT,February,2019,3.0,11.24
Vermont,VT,January,2019,3.1,10.96
Virginia,VA,February,2021,3.1,6.6
Virginia,VA,January,2021,3.7,6.05
Virginia,VA,December,2020,3.3,6.41
Virginia,VA,November,2020,3.2,6.13
Virginia,VA,October,2020,2.9,6.34
Virginia,VA,September,2020,4.5,6.73
Virginia,VA,August,2020,5.0,6.43
Virginia,VA,July,2020,6.6,6.37
Virginia,VA,June,2020,7.9,6.43
Virginia,VA,May,2020,9.4,6.38
Virginia,VA,April,2020,15.0,6.81
Virginia,VA,March,2020,2.9,6.59
Virginia,VA,February,2020,2.6,6.59
Virginia,VA,January,2020,3.0,6.62
Virginia,VA,December,2019,2.4,6.72
Virginia,VA,November,2019,2.4,6.89
Virginia,VA,October,2019,1.7,6.78
Virginia,VA,September,2019,2.3,6.4
Virginia,VA,August,2019,2.2,6.85
Virginia,VA,July,2019,2.3,7.13
Virginia,VA,June,2019,2.3,6.74
Virginia,VA,May,2019,2.1,7.05
Virginia,VA,April,2019,2.4,6.78
Virginia,VA,March,2019,2.5,7.22
Virginia,VA,February,2019,2.4,6.9
Virginia,VA,January,2019,2.9,6.8
Washington,WA,February,2021,5.4,5.92
Washington,WA,January,2021,5.7,5.36
Washington,WA,December,2020,5.7,5.38
Washington,WA,November,2020,5.5,5.68
Washington,WA,October,2020,5.7,5.72
Washington,WA,September,2020,6.4,5.82
Washington,WA,August,2020,7.1,5.28
Washington,WA,July,2020,8.1,5.35
Washington,WA,June,2020,8.9,4.83
Washington,WA,May,2020,8.6,4.68
Washington,WA,April,2020,11.0,4.77
Washington,WA,March,2020,2.8,4.86
Washington,WA,February,2020,2.5,4.73
Washington,WA,January,2020,2.8,4.7
Washington,WA,December,2019,2.3,4.68
Washington,WA,November,2019,2.3,4.81
Washington,WA,October,2019,2.4,4.88
Washington,WA,September,2019,2.5,4.74
Washington,WA,August,2019,2.8,5.32
Washington,WA,July,2019,2.8,4.75
Washington,WA,June,2019,2.8,4.55
Washington,WA,May,2019,2.6,4.4
Washington,WA,April,2019,2.4,4.58
Washington,WA,March,2019,2.9,5.18
Washington,WA,February,2019,3.1,5.17
Washington,WA,January,2019,3.4,4.62
West Virginia,WV,February,2021,6.9,6.12
West Virginia,WV,January,2021,7.1,5.86
West Virginia,WV,December,2020,7.2,6.07
West Virginia,WV,November,2020,6.5,6.25
West Virginia,WV,October,2020,6.3,6.21
West Virginia,WV,September,2020,7.2,6.44
West Virginia,WV,August,2020,8.3,5.61
West Virginia,WV,July,2020,9.5,6.17
West Virginia,WV,June,2020,10.1,6.22
West Virginia,WV,May,2020,12.3,6.24
West Virginia,WV,April,2020,15.6,6.12
West Virginia,WV,March,2020,6.2,5.79
West Virginia,WV,February,2020,5.8,6.15
West Virginia,WV,January,2020,5.6,5.96
West Virginia,WV,December,2019,4.7,5.93
West Virginia,WV,November,2019,4.5,6.16
West Virginia,WV,October,2019,4.4,5.96
West Virginia,WV,September,2019,4.1,6
West Virginia,WV,August,2019,4.9,6.05
West Virginia,WV,July,2019,4.9,5.96
West Virginia,WV,June,2019,5.1,6.1
West Virginia,WV,May,2019,4.5,6.04
West Virginia,WV,April,2019,4.5,6.07
West Virginia,WV,March,2019,5.5,6.02
West Virginia,WV,February,2019,6.1,6.17
West Virginia,WV,January,2019,6.1,5.87
Wisconsin,WI,February,2021,4.9,7.97
Wisconsin,WI,January,2021,4.5,7.12
Wisconsin,WI,December,2020,4.0,7.35
Wisconsin,WI,November,2020,4.1,7.36
Wisconsin,WI,October,2020,4.3,7.68
Wisconsin,WI,September,2020,4.9,7.88
Wisconsin,WI,August,2020,5.8,8.37
Wisconsin,WI,July,2020,7.3,8.55
Wisconsin,WI,June,2020,8.6,8.14
Wisconsin,WI,May,2020,10.7,7.44
Wisconsin,WI,April,2020,14.9,7.48
Wisconsin,WI,March,2020,3.8,7.28
Wisconsin,WI,February,2020,3.5,7.41
Wisconsin,WI,January,2020,3.5,7.44
Wisconsin,WI,December,2019,3.0,7.1
Wisconsin,WI,November,2019,2.9,7.17
Wisconsin,WI,October,2019,2.9,7.14
Wisconsin,WI,September,2019,3.0,7.45
Wisconsin,WI,August,2019,3.4,7.66
Wisconsin,WI,July,2019,3.5,7.79
Wisconsin,WI,June,2019,3.8,7.42
Wisconsin,WI,May,2019,3.1,7.09
Wisconsin,WI,April,2019,3.1,7.21
Wisconsin,WI,March,2019,3.6,7.12
Wisconsin,WI,February,2019,3.5,7.43
Wisconsin,WI,January,2019,3.4,7.1
Wyoming,WY,February,2021,6.5,8
Wyoming,WY,January,2021,6.2,6.76
Wyoming,WY,December,2020,5.3,6.56
Wyoming,WY,November,2020,4.8,6.69
Wyoming,WY,October,2020,4.4,6.94
Wyoming,WY,September,2020,5.5,7.06
Wyoming,WY,August,2020,5.9,7.18
Wyoming,WY,July,2020,6.8,6.96
Wyoming,WY,June,2020,7.3,6.91
Wyoming,WY,May,2020,8.7,7.14
Wyoming,WY,April,2020,5.8,6.84
Wyoming,WY,March,2020,5.9,6.82
Wyoming,WY,February,2020,4.9,6.66
Wyoming,WY,January,2020,4.9,6.5
Wyoming,WY,December,2019,4.1,6.54
Wyoming,WY,November,2019,3.8,6.84
Wyoming,WY,October,2019,3.5,6.85
Wyoming,WY,September,2019,3.3,6.73
Wyoming,WY,August,2019,3.4,6.96
Wyoming,WY,July,2019,3.8,6.79
Wyoming,WY,June,2019,3.7,6.6
Wyoming,WY,May,2019,3.3,6.8
Wyoming,WY,April,2019,3.4,6.45
Wyoming,WY,March,2019,4.0,6.7
Wyoming,WY,February,2019,3.9,7
Wyoming,WY,January,2019,4.5,6.48
